Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200,EMA20,RSI14,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Ticker
2022-09-26 00:00:00-04:00,97.3274776225217,99.00944473026527,96.4520718786956,96.51109313964844,9760500,0.0,0.0,,,96.51109313964844,,0.0,0.0,0.0,,,,DIS
2022-09-27 00:00:00-04:00,97.89797074224418,98.00616763429585,93.86520137034056,94.27831268310547,13360200,0.0,0.0,,,96.29844738188244,,-0.17811354069287688,-0.035622708138575376,-0.1424908325543015,,,,DIS
2022-09-28 00:00:00-04:00,94.21929734063507,98.23239789389088,93.88486854238413,97.77010345458984,12895500,0.0,0.0,,,96.43860510309267,,-0.03708399062510637,-0.03591496463588158,-0.0011690259892247895,,,,DIS
2022-09-29 00:00:00-04:00,96.9143586011009,96.98321047982017,94.65207722583064,95.85206604003906,9435100,0.0,0.0,,,96.38274423994471,,-0.07917397745212895,-0.04456676719913105,-0.0346072102529979,,,,DIS
2022-09-30 00:00:00-04:00,94.91764945096345,95.8815832861364,92.73405051161204,92.78323364257812,12094900,0.0,0.0,,,96.03993370686219,,-0.3560553381259979,-0.10686448138450441,-0.24919085674149347,,,,DIS
2022-10-03 00:00:00-04:00,94.16027776765613,96.17665854299608,92.95044329901846,95.53731536865234,9468400,0.0,0.0,,,95.99206529369934,,-0.3492287412676802,-0.15533733336113958,-0.19389140790654064,,,,DIS
2022-10-04 00:00:00-04:00,97.0619116379451,99.8553396147179,96.61929343879075,99.77665710449219,10229000,0.0,0.0,,,96.35250260901294,,-0.001719346097800667,-0.1246137359084718,0.12289438981067113,,,,DIS
2022-10-05 00:00:00-04:00,98.3996080321217,99.56025943600488,97.08157660533588,99.14714813232422,7562800,0.0,0.0,,,96.61865932551878,,0.22034820329081128,-0.05562134806861519,0.27596955135942647,,,,DIS
2022-10-06 00:00:00-04:00,98.78321686934956,99.79632642308123,98.23240177317534,98.39961242675781,6728200,0.0,0.0,,,96.78827390658915,,0.33218918195989033,0.02194075793708592,0.3102484240228044,,,,DIS
2022-10-07 00:00:00-04:00,96.89470325839488,97.17994893949664,94.86847661061911,95.56684112548828,7051000,0.0,0.0,,,96.67194697505575,,0.19005219042315957,0.05556304443430066,0.13448914598885892,,,,DIS
2022-10-10 00:00:00-04:00,95.98977951100173,96.13732141012812,92.87176089530479,93.5996322631836,9532300,0.0,0.0,,,96.37934557392506,,-0.08040287960199066,0.028369859627042394,-0.10877273922903305,,,,DIS
2022-10-11 00:00:00-04:00,93.25536975369583,93.50127042913901,91.1307918200992,91.57341003417969,8900900,0.0,0.0,,,95.92163742728265,,-0.4530175666407814,-0.06790762562652237,-0.38510994101425905,,,,DIS
2022-10-12 00:00:00-04:00,91.63242575544942,92.52750025767823,90.6881606150977,91.87832641601562,6156200,0.0,0.0,,,95.53656018811436,,-0.7154657432154323,-0.19741924914430437,-0.518046494071128,,,,DIS
2022-10-13 00:00:00-04:00,90.06848655420146,95.37994190472259,89.22258774817108,95.05535125732422,11025400,0.0,0.0,,,95.49073076613435,47.52341056945709,-0.659496199137152,-0.2898346391428739,-0.3696615599942781,,,,DIS
2022-10-14 00:00:00-04:00,95.87175223362368,96.48158107856712,92.78324048921054,92.9012680053711,8202100,0.0,0.0,,,95.24411526510929,44.27813599196818,-0.7799654915491487,-0.3878608096241289,-0.39210468192501985,,,,DIS
2022-10-17 00:00:00-04:00,94.79961992366553,96.36355202650037,94.6815924093862,95.73404693603516,7083800,0.0,0.0,,,95.29077542424508,52.264385516363355,-0.6394851023426185,-0.43818566816782684,-0.20129943417479162,,,,DIS
2022-10-18 00:00:00-04:00,98.23240336699476,98.7242047120706,96.03896606606757,96.86519622802734,8533500,0.0,0.0,,,95.44072026270054,48.480857793800986,-0.43190040827724374,-0.43692861618971024,0.005028207912466498,,,,DIS
2022-10-19 00:00:00-04:00,98.79304185002228,100.1995937871072,96.88485051465466,97.36681365966797,11731000,0.0,0.0,,,95.62415772907839,52.66990467517399,-0.22432581971021648,-0.39440805689381153,0.17008223718359505,,,,DIS
2022-10-20 00:00:00-04:00,96.6192909946898,99.0979663549802,96.50125597589783,96.97338104248047,8212400,0.0,0.0,,,95.75265518749764,58.15467983426078,-0.09052467482838722,-0.3336313804807267,0.2431067056523395,,,,DIS
2022-10-21 00:00:00-04:00,96.73731753934811,100.62255244567369,96.28486122828727,100.36681365966797,10193400,0.0,0.0,,,96.19209885151386,59.17073764364319,0.2860380796532809,-0.2096974884539252,0.4957355681072061,95.89683113098144,100.9728007919814,90.82086146998148,DIS
2022-10-24 00:00:00-04:00,100.44551320943883,101.49796782743637,98.47830775491684,100.05207061767578,8221500,0.0,0.0,,,96.55971521019595,50.614586011226294,0.5526984784796838,-0.0572182950672034,0.6099167735468872,96.07388000488281,101.47656441170386,90.67119559806176,DIS
2022-10-25 00:00:00-04:00,100.48485036425396,103.01270887554307,100.35697721695803,102.64877319335938,7687500,0.0,0.0,,,97.13962549430676,57.18322759045532,0.9624662502246508,0.14671861399116745,0.8157476362334833,96.49240303039551,102.56476790872169,90.42003815206932,DIS
2022-10-26 00:00:00-04:00,101.8323833501206,105.66843526871459,101.8323833501206,102.91434478759766,9203700,0.0,0.0,,,97.68959876033446,59.44834580701364,1.2937262982806033,0.37612015084905465,0.9176061474315487,96.7496150970459,103.4528794846498,90.04635070944201,DIS
2022-10-27 00:00:00-04:00,104.07499359107585,105.11761749894708,102.59958962180382,102.72746276855469,8673500,0.0,0.0,,,98.16939533254592,66.8518794494968,1.523609236995867,0.6056179680784172,0.9179912689174498,97.09338493347168,104.28988764189111,89.89688222505225,DIS
2022-10-28 00:00:00-04:00,102.37336020515231,104.35039602412456,101.83237577451277,104.21269226074219,7250900,0.0,0.0,,,98.74494742094556,75.55665868469855,1.8048337298162949,0.8454611204259928,0.9593726093903021,97.66485786437988,105.22620485949975,90.10351086926002,DIS
2022-10-31 00:00:00-04:00,103.9274545672317,105.14711969295408,103.10122447901878,104.79302215576172,8814800,0.0,0.0,,,99.3209545385471,84.21597647741837,2.050892526588086,1.0865474016584113,0.9643451249296748,98.12764320373535,106.25268226106976,90.00260414640093,DIS
2022-11-01 00:00:00-04:00,105.93400043957178,107.05530683944257,103.9077814195057,104.26187896728516,7955800,0.0,0.0,,,99.79151876985549,81.68101723590743,2.1779312437634246,1.304824170079414,0.8731070736840105,98.351904296875,106.90490899261293,89.79889960113708,DIS
2022-11-02 00:00:00-04:00,103.7208960469764,104.34057051687095,100.12091426387698,100.15042114257812,9583200,0.0,0.0,,,99.82569994821002,62.44001393356966,1.9246637313884065,1.4287920823412126,0.49587164904719394,98.40206794738769,106.98642209401673,89.81771380075865,DIS
2022-11-03 00:00:00-04:00,98.55698576965898,99.0487871108335,96.94387797094994,97.62256622314453,8978400,0.0,0.0,,,99.61587768867997,61.32079544672898,1.5026490345997132,1.4435634727929127,0.05908556180680047,98.36321563720703,106.95464739599944,89.77178387841462,DIS
2022-11-04 00:00:00-04:00,99.49140700493254,99.50124513238299,96.50125412485852,97.94715118408203,11035800,0.0,0.0,,,99.45695135490874,56.03218596557481,1.1807793512691234,1.391006648488155,-0.21022729721903155,98.48223114013672,106.97594929978797,89.98851298048547,DIS
2022-11-07 00:00:00-05:00,99.22582892866482,99.89467900588393,97.36682058986173,98.78321075439453,11355200,0.0,0.0,,,99.3927855834312,55.31334170850024,0.9818402847385244,1.309173375738229,-0.32733309099970453,98.74141006469726,106.91824218156447,90.56457794783006,DIS
2022-11-08 00:00:00-05:00,99.08812444257632,100.29795895003222,96.44223853494555,98.26190185546875,27130300,0.0,0.0,,,99.2850823712443,52.47689803467036,0.773201385579597,1.2019789777065026,-0.4287775921269057,99.07583465576172,106.53379654771025,91.6178727638132,DIS
2022-11-09 00:00:00-05:00,89.06523094340079,89.60620794682066,84.86524304899223,85.3275375366211,62029800,0.0,0.0,,,97.95579238699447,30.976852348039785,-0.43087469344821727,0.8754082434755587,-1.3062829369237758,98.748295211792,107.91650787214797,89.58008255143602,DIS
2022-11-10 00:00:00-05:00,88.27834280878955,89.01604483783235,86.1734336195975,88.97669982910156,36968100,0.0,0.0,,,97.10064071481419,31.54873122306789,-1.0782276244151774,0.48468106989741155,-1.562908694312589,98.44436264038086,108.48916047905354,88.39956480170818,DIS
2022-11-11 00:00:00-05:00,90.0783301020361,94.01274059782146,89.60619754065317,93.45208740234375,22373300,0.0,0.0,,,96.75315944695986,40.5784619379111,-1.216114500390887,0.14452195583975186,-1.360636456230639,98.47190361022949,108.45554360683136,88.48826361362762,DIS
2022-11-14 00:00:00-05:00,94.2783103911893,95.03568861713902,92.66520268164267,92.73405456542969,20598000,0.0,0.0,,,96.3703875534808,35.04448646762532,-1.3675656466169528,-0.15789556465158905,-1.2096700819653639,98.32190399169922,108.56550662476374,88.07830135863469,DIS
